/chain,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
32,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0212,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0213,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0214,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0215,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0216,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0031,Manuf_0099,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0032,Manuf_0104,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0032,Manuf_0164,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0119,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0120,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0121,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0122,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0123,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0124,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0125,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0126,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0127,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0128,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0129,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0130,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0131,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0132,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0133,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0202,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0203,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0204,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0205,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0206,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0207,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0208,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0209,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0034,Manuf_0131,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0034,Manuf_0144,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0134,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0135,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0136,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0137,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0138,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0139,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0140,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0141,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0142,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0143,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0144,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0145,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0146,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0147,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0148,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0149,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0150,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0151,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0152,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0153,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0154,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0155,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0156,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0157,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0158,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0159,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0160,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0161,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0162,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0163,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0164,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0165,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0166,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0167,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0198,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0199,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0200,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0201,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0217,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0218,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0219,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0220,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0221,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0222,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0035,Part_0135,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0036,Manuf_0139,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0037,Manuf_0165,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0168,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0171,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0174,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0192,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0039,Manuf_0168,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0169,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0170,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0172,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0173,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0175,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0176,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0193,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0194,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0177,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0178,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0179,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0180,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0181,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0182,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0183,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0184,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0185,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0186,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0187,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0188,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0189,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0190,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0191,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0195,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0196,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0197,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0210,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0042,Manuf_0201,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0043,Manuf_0203,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0044,Manuf_0206,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0045,Dist_0001,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0046,Dist_0001,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0001,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0002,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0003,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0004,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0005,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0006,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0007,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0008,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0009,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0010,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0011,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0012,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0013,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0014,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0015,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0016,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0017,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0018,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0019,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0020,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0021,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0022,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0056,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0057,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0058,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0059,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0060,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0061,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0062,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0063,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0064,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0065,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0066,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0067,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0068,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0069,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0070,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0071,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0072,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0073,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0097,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0098,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0101,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0102,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0103,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0104,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0105,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0047,Dist_0106,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0001,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0002,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0003,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0004,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0005,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0006,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0007,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0008,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0009,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0010,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0011,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0012,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0013,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0014,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0015,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0016,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0017,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0018,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0019,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0020,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0021,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0022,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0056,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0057,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0058,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0059,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0060,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0061,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0062,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0063,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0064,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0065,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0066,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0067,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0068,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0069,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0070,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0071,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0072,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0073,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0097,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0098,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0101,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0102,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0103,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0104,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0105,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0048,Dist_0106,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0001,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0002,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0003,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0004,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0005,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0006,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0007,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0008,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0009,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0010,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0011,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0012,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0013,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0014,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0015,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0016,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0017,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0018,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0019,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0020,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0021,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0022,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0056,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0057,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0058,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0059,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0060,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0061,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0062,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0063,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0064,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0065,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0066,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0067,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0068,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0069,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0070,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0071,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0072,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0073,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0097,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0098,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0101,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0102,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0103,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0104,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0105,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0049,Dist_0106,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0050,Dist_0001,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0050,Dist_0002,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0050,Dist_0003,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0050,Dist_0004,,,,,,,,,,,,,,,,
32,,Company Identifier,SIC Code,SIC Description,Part_0050,Dist_0005,,,,,,,,,,,,,,,,
