/chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@StageTime_3_p,/stages/stage/@StageTime_3_v,/stages/stage/@StageTime_4_p,/stages/stage/@StageTime_4_v,/stages/stage/@StageTime_5_p,/stages/stage/@StageTime_5_v,/stages/stage/@StageTime_6_p,/stages/stage/@StageTime_6_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.24,Manuf_0042,1,,,,,,,,,,,,,,,864,3824
20,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,3.85,Manuf_0043,1,,,,,,,,,,,,,,,1328,1552
20,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,2.35,Manuf_0044,3.7,0.25,2,0.55,4,0.2,5,,,,,,,,1.053565375,1328,2544
20,,Company Identifier,SIC Code,SIC Description,,,,,9,,Part,2,Part_0001,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,192,2368
20,,Company Identifier,SIC Code,SIC Description,,,,,9,,Part,1.23,Part_0002,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,192,2432
20,,Company Identifier,SIC Code,SIC Description,,,,,7,,Part,1.25,Part_0003,4,,,,,,,,,,,,,,,384,1248
20,,Company Identifier,SIC Code,SIC Description,,,,,7,,Part,1.49,Part_0004,7,,,,,,,,,,,,,,,384,1808
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,1.43,Part_0005,2,,,,,,,,,,,,,,,496,880
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,1.2,Part_0006,2,,,,,,,,,,,,,,,480,1552
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,1.45,Part_0007,2,,,,,,,,,,,,,,,480,1616
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,1.45,Part_0008,1,,,,,,,,,,,,,,,480,1680
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,1.99,Part_0009,17.4,0.1,12,0.1,14,0.4,16,0.1,18,0.2,21,0.1,24,,3.440930107,480,1744
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,1.22,Part_0010,13,,,,,,,,,,,,,,,480,1872
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,2.06,Part_0011,18.5,0.1,13,0.1,15,0.4,17,0.1,19,0.2,22,0.1,26,,3.640054945,480,1936
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,1.63,Part_0012,17.4,0.1,12,0.1,14,0.4,16,0.1,18,0.2,21,0.1,24,,3.440930107,480,2000
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,2.04,Part_0013,8,,,,,,,,,,,,,,,480,2064
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,2.16,Part_0014,1,,,,,,,,,,,,,,,480,2160
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,2.02,Part_0015,2,,,,,,,,,,,,,,,608,624
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,2.59,Part_0016,4,,,,,,,,,,,,,,,608,752
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,2.06,Part_0017,2,,,,,,,,,,,,,,,608,816
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,1.89,Part_0018,3,,,,,,,,,,,,,,,608,1008
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,1.68,Part_0019,2,,,,,,,,,,,,,,,608,1072
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,2.26,Part_0020,1,,,,,,,,,,,,,,,608,1872
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,1.6,Part_0021,18,,,,,,,,,,,,,,,608,1936
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,1.46,Part_0022,2,,,,,,,,,,,,,,,608,2000
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,2.91,Part_0023,2,,,,,,,,,,,,,,,608,2080
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,1.66,Part_0024,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,608,2144
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,2.4,Part_0025,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,608,2208
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,1.56,Part_0026,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,608,2272
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,1.58,Part_0027,1,,,,,,,,,,,,,,,608,2336
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.55,Part_0028,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,304
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.21,Part_0029,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,368
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.76,Part_0030,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,432
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.57,Part_0031,15,0.1,13,0.15,14,0.5,15,0.15,16,0.1,17,,,,1.048808848,720,496
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.19,Part_0032,10,0.1,8,0.15,9,0.5,10,0.15,11,0.1,12,,,,1.048808848,720,560
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,2.04,Part_0033,45.7,0.1,32,0.1,38,0.4,42,0.1,46,0.2,55,0.1,63,,8.798295289,720,688
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.19,Part_0034,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,944
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.77,Part_0035,30,,,,,,,,,,,,,,,720,1184
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.91,Part_0036,30,,,,,,,,,,,,,,,720,2720
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.76,Part_0037,3,,,,,,,,,,,,,,,720,2784
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.96,Part_0038,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,3312
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.6,Part_0039,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,3376
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,2.1,Part_0040,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,3440
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.98,Part_0041,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,3504
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.47,Part_0042,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,3568
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.73,Part_0043,39.1,0.1,27,0.1,32,0.4,36,0.1,40,0.2,47,0.1,54,,7.634788799,720,3632
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.76,Part_0044,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,3696
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.98,Part_0045,17.4,0.1,12,0.1,14,0.4,16,0.1,18,0.2,21,0.1,24,,3.440930107,720,3760
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.2,Part_0046,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,3824
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,1.72,Part_0047,15,0.1,13,0.15,14,0.5,15,0.15,16,0.1,17,,,,1.048808848,720,3888
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.71,Part_0048,19,,,,,,,,,,,,,,,864,176
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.42,Part_0049,18,,,,,,,,,,,,,,,864,240
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,2.79,Part_0050,1,,,,,,,,,,,,,,,864,496
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.99,Part_0051,15,,,,,,,,,,,,,,,864,560
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.66,Part_0052,1,,,,,,,,,,,,,,,864,688
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,2.12,Part_0053,1,,,,,,,,,,,,,,,864,752
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.24,Part_0054,1,,,,,,,,,,,,,,,864,880
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.55,Part_0055,42,,,,,,,,,,,,,,,864,944
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,2.1,Part_0056,1,,,,,,,,,,,,,,,864,1008
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.52,Part_0057,19,,,,,,,,,,,,,,,864,1136
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.61,Part_0058,12,,,,,,,,,,,,,,,864,1200
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.83,Part_0059,28,,,,,,,,,,,,,,,864,1264
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.59,Part_0060,17,,,,,,,,,,,,,,,864,2736
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.09,Part_0061,25,,,,,,,,,,,,,,,864,2800
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.98,Part_0062,36,,,,,,,,,,,,,,,864,2864
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,3.61,Part_0063,2,,,,,,,,,,,,,,,864,2928
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.35,Part_0064,47,,,,,,,,,,,,,,,864,2992
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.32,Part_0065,12,,,,,,,,,,,,,,,864,3056
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,2.16,Part_0066,3,,,,,,,,,,,,,,,864,3120
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.97,Part_0067,4,,,,,,,,,,,,,,,864,3184
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,2.03,Part_0068,2,,,,,,,,,,,,,,,864,3248
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.52,Part_0069,36,,,,,,,,,,,,,,,864,3312
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.95,Part_0070,2,,,,,,,,,,,,,,,864,3440
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.26,Part_0071,1,,,,,,,,,,,,,,,864,3504
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,2.08,Part_0072,2,,,,,,,,,,,,,,,864,3632
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,1.33,Part_0073,17,,,,,,,,,,,,,,,864,3696
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,2.03,Part_0074,4,,,,,,,,,,,,,,,864,3760
20,,Company Identifier,SIC Code,SIC Description,,,75,5,0,0.92,Retail,1.27,Retail_0001,1,,,,,,,,,,,,,63.75,,1584,1552
20,,Company Identifier,SIC Code,SIC Description,,,90,5,0,0.92,Retail,1.34,Retail_0002,1,,,,,,,,,,,,,67.5,,1584,2544
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Trans,1.32,Trans_0001,12,0.1,10,0.15,11,0.5,12,0.15,13,0.1,14,,,,1.048808848,608,1328
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Trans,1.18,Trans_0002,33.6,0.1,23,0.1,28,0.4,31,0.1,34,0.2,40,0.1,47,,6.575712889,608,2656
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.63,Trans_0003,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,752
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.62,Trans_0004,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,816
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.06,Trans_0005,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,880
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.27,Trans_0006,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,1008
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.42,Trans_0007,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,1072
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.13,Trans_0008,1,,,,,,,,,,,,,,,720,1248
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.1,Trans_0009,38.2,0.1,26,0.1,32,0.4,35,0.1,39,0.2,46,0.1,53,,7.547184906,720,1376
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.87,Trans_0010,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,1440
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.71,Trans_0011,76,0.1,53,0.1,63,0.4,70,0.1,77,0.2,91,0.1,105,,14.60821687,720,1504
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.43,Trans_0012,22.8,0.1,16,0.1,19,0.4,21,0.1,23,0.2,27,0.1,32,,4.4,720,1568
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.51,Trans_0013,43.4,0.1,30,0.1,36,0.4,40,0.1,44,0.2,52,0.1,60,,8.392854103,720,1632
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.67,Trans_0014,29.3,0.1,20,0.1,24,0.4,27,0.1,30,0.2,35,0.1,41,,5.814636704,720,1696
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.53,Trans_0015,20.7,0.1,14,0.1,17,0.4,19,0.1,21,0.2,25,0.1,29,,4.196427052,720,1760
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.49,Trans_0016,26,0.1,18,0.1,22,0.4,24,0.1,26,0.2,31,0.1,36,,4.959838707,720,1824
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.72,Trans_0017,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,1888
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.88,Trans_0018,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,1952
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.66,Trans_0019,22.8,0.1,16,0.1,19,0.4,21,0.1,23,0.2,27,0.1,32,,4.4,720,2016
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.02,Trans_0020,21.7,0.1,15,0.1,18,0.4,20,0.1,22,0.2,26,0.1,30,,4.196427052,720,2080
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.86,Trans_0021,25,0.1,17,0.1,21,0.4,23,0.1,25,0.2,30,0.1,35,,4.959838707,720,2144
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.22,Trans_0022,25,0.1,17,0.1,21,0.4,23,0.1,25,0.2,30,0.1,35,,4.959838707,720,2208
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.61,Trans_0023,19.5,0.1,14,0.1,16,0.4,18,0.1,20,0.2,23,0.1,27,,3.640054945,720,2272
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,2.01,Trans_0024,22.8,0.1,16,0.1,19,0.4,21,0.1,23,0.2,27,0.1,32,,4.4,720,2336
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.03,Trans_0025,26,0.1,18,0.1,22,0.4,24,0.1,26,0.2,31,0.1,36,,4.959838707,720,2400
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,2.01,Trans_0026,17.4,0.1,12,0.1,14,0.4,16,0.1,18,0.2,21,0.1,24,,3.440930107,720,2464
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.51,Trans_0027,29.3,0.1,20,0.1,24,0.4,27,0.1,30,0.2,35,0.1,41,,5.814636704,720,2528
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Trans,1.56,Trans_0028,32.6,0.1,23,0.1,27,0.4,30,0.1,33,0.2,39,0.1,45,,6.216108107,720,2592
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,1.49,Trans_0029,2,,,,,,,,,,,,,,,864,304
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,1.26,Trans_0030,2,,,,,,,,,,,,,,,864,368
20,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,1.33,Trans_0031,7,0.1,5,0.15,6,0.5,7,0.15,8,0.1,9,,,,1.048808848,1456,1488
20,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,1.12,Trans_0032,9,0.1,7,0.15,8,0.5,9,0.15,10,0.1,11,,,,1.048808848,1456,1552
20,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,1.75,Trans_0033,3,0.1,1,0.15,2,0.5,3,0.15,4,0.1,5,,,,1.048808848,1456,1616
20,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,1.57,Trans_0034,50.5,0.1,48,0.1,49,0.4,50,0.1,51,0.2,52,0.1,53,,1.431782106,1456,2480
20,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,1.49,Trans_0035,17.55,0.05,15,0.15,16,0.4,17,0.1,18,0.2,19,0.1,20,,1.359227722,1456,2544
20,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,1.82,Trans_0036,53.5,0.1,51,0.1,52,0.4,53,0.1,54,0.2,55,0.1,56,,1.431782106,1456,2608
