pred,succ,quantity
N000007,N000334,2.8384302007009166
N000351,N000986,2.804973077934991
N000116,N000351,2.143843486122063
N000040,N000116,1.6369959621200456
N000040,N000122,2.904559771301197
N000036,N000122,1.3445240599659458
N000036,N000912,2.7835953812685146
N000682,N000912,1.5384992527267474
N000470,N000682,1.9290384790880246
N000457,N000987,2.729109207579497
N000457,N000705,1.0826729765172987
N000705,N000823,2.558684879682377
N000316,N000823,1.9193673739277768
N000300,N000316,1.3881107613488048
N000300,N000377,1.9347910874480934
N000377,N000754,2.657258954026538
N000754,N000900,2.3768547362745442
N000894,N000900,1.4719579374081058
N000109,N000894,1.4879633618981758
N000109,N000211,2.8790396268528466
N000211,N000785,1.9817673109589944
N000319,N000785,1.932747634827368
N000010,N000319,1.7106184912829159
N000010,N000060,1.1336891389988764
N000060,N000922,1.2675309760215823
N000787,N000922,2.4766547771055603
N000017,N000787,1.5683724479619987
N000160,N000988,2.8794395761558618
N000160,N000862,2.222335870223522
N000528,N000862,2.1956603931158165
N000017,N000528,1.851141081803376
N000017,N000913,1.0175965024629468
N000130,N000913,2.2205192136894376
N000130,N000475,2.147599590485858
N000315,N000475,1.467320132882826
N000315,N000593,1.4020542601688786
N000414,N000593,1.0844390665071555
N000414,N000430,2.1159737904958105
N000430,N000602,2.2542252840736783
N000550,N000602,1.4028052759979934
N000283,N000550,1.24866363417479
N000283,N000592,1.9936555482428058
N000509,N000592,1.4054624928795376
N000024,N000509,2.327021883367249
N000024,N000235,2.369697397553018
N000073,N000235,1.4280636166061287
N000229,N000989,2.7919197278015417
N000229,N000262,2.800050724297561
N000262,N000396,1.555745834469776
N000041,N000396,1.3297119202198073
N000011,N000041,1.4252899207689567
N000011,N000427,1.550960025010626
N000561,N000990,1.3219477634428776
N000046,N000561,2.7220921867962082
N000046,N000640,1.3868135362591725
N000407,N000640,1.7229311271192245
N000168,N000407,2.7662078566192725
N000515,N000991,2.1784689561260913
N000515,N000757,2.02068288356028
N000023,N000757,1.2601998562506789
N000023,N000648,2.1074061228040204
N000648,N000807,2.7557365829686677
N000271,N000807,2.8193885426286007
N000516,N000992,2.8257340579569847
N000516,N000712,2.240599116911681
N000191,N000993,2.5981642232602717
N000165,N000191,1.4946695748050673
N000165,N000546,2.4936578493466848
N000546,N000600,1.569023323410349
N000400,N000600,1.456057054338777
N000251,N000400,2.5487698777205576
N000251,N000334,2.2470845056205757
N000334,N000923,1.2932798276374406
N000033,N000923,2.972061658499434
N000033,N000579,1.3360874046060451
N000533,N000579,1.2029448162523897
N000470,N000533,1.9275090867920337
N000271,N000470,1.4718455614660357
N000271,N000594,2.79243381028303
N000527,N000594,2.151889083235594
N000255,N000527,1.0426512835828894
N000250,N000255,1.4608338906498086
N000250,N000820,2.580558752156695
N000467,N000820,1.402738032731708
N000467,N000684,2.9107820434867486
N000961,N000994,1.3971537236802425
N000828,N000961,1.8750861035477315
N000637,N000828,2.7990881323234844
N000420,N000637,1.1953150307876994
N000388,N000420,1.8859235606660962
N000388,N000683,2.085248404821991
N000683,N000692,2.9784665476407044
N000355,N000692,1.1863034717556642
N000355,N000469,2.847681604153712
N000469,N000664,2.318340687417426
N000664,N000967,2.702875387732308
N000458,N000995,1.241692729360644
N000171,N000996,2.116256944052962
N000171,N000289,2.5524473880250005
N000260,N000289,2.817187535677731
N000260,N000312,1.2725494796667358
N000237,N000312,2.15906718715815
N000237,N000442,1.5893118249560856
N000416,N000442,2.3414099541462026
N000156,N000416,2.851618634446714
N000156,N000899,1.2646123756656567
N000356,N000899,2.717887140987347
N000356,N000722,1.8673248178047166
N000361,N000997,1.7367409975867596
N000710,N000998,2.4955873199108622
N000135,N000710,2.5961436930243
N000135,N000329,2.7312315439459214
N000329,N000361,1.5029095808638988
N000361,N000684,1.1682518336059793
N000684,N000796,1.51701328746282
N000305,N000796,1.5955251177119776
N000305,N000412,1.7257695355854537
N000177,N000412,1.3892745503637773
N000177,N000933,1.7046434465039597
N000858,N000933,2.045936068041545
N000858,N000938,1.5218686193666469
N000146,N000938,1.7774450003254092
N000146,N000778,1.0197109968627915
N000778,N000977,2.1720586841929785
N000448,N000977,1.2243446161968314
N000112,N000448,1.9309462987206234
N000112,N000570,1.9483910852723592
N000570,N000743,2.4515748946161304
N000743,N000967,2.623664383321797
N000080,N000967,1.6121460078488428
N000080,N000688,2.557708672522807
N000073,N000688,1.244544276056829
N000073,N000192,2.499446002908291
N000192,N000958,1.3087669152082761
N000107,N000958,1.97619949957028
N000107,N000681,1.071600429089218
N000681,N000722,1.4036106491830385
N000722,N000816,1.9513020595492572
N000353,N000816,1.4060929083779448
N000353,N000511,2.126626920510666
N000168,N000511,1.108740234251956
N000168,N000385,1.5971407982417414
N000199,N000385,2.3815231487754516
N000199,N000458,2.4090910035702633
N000458,N000707,1.678303171325699
N000127,N000707,1.0862181216193032
N000127,N000728,2.2050893536086384
N000728,N000925,1.7116409875529957
N000712,N000925,1.5696191933306058
N000113,N000712,1.854576416124334
N000113,N000340,1.2142240292650852
N000205,N000340,1.8300080906352634
N000129,N000205,2.5184648428002707
N000129,N000249,1.6831527989143107
N000249,N000424,2.4857728905854053
N000269,N000424,1.342948015773935
N000269,N000753,2.8308848768499084
N000427,N000753,1.624189126945693
N000393,N000427,1.6213900903381897
N000393,N000999,1.1330752977177039
N000506,N000567,2.3906215290595556
N000583,N000995,2.7101364273507818
N000263,N000661,2.5115973659382993
N000210,N000880,1.8565885254941894
N000016,N000556,2.5169496758760923
N000395,N000615,1.9395274440948544
N000465,N000758,2.4345464679957223
N000241,N000619,2.60772834497197
N000560,N000603,1.06138508875896
N000008,N000526,1.7872906756500238
N000124,N000978,2.318743576390566
N000250,N000577,2.583526321934749
N000041,N000608,2.0989977116519807
N000216,N000704,2.750086795754811
N000773,N000926,2.1494652905195077
N000234,N000647,1.933338596954725
N000300,N000369,1.3460218850724242
N000430,N000577,1.7467868827799449
N000009,N000704,2.9015544126876276
N000592,N000622,1.6405065304089095
N000068,N000924,2.9049662816364363
N000332,N000498,1.2350065317002659
N000000,N000403,2.4891379488539043
N000759,N000791,2.1273052284081255
N000137,N000466,2.8634857623001935
N000311,N000959,2.9659288386802034
N000036,N000360,1.761141601604358
N000577,N000794,2.193094526792968
N000070,N000101,1.827621213401825
N000376,N000722,1.8589828774451627
N000086,N000390,2.882636112832018
N000294,N000703,2.1389378107507424
N000476,N000483,1.6348928352292822
N000626,N000904,2.149616033166365
N000158,N000655,1.9045614563420012
N000043,N000566,1.803704984130898
N000065,N000789,2.052046178256804
N000304,N000609,2.329564945637191
N000618,N000729,2.1645051906791535
N000003,N000594,2.357106244678312
N000301,N000513,1.6245752749851399
N000465,N000649,1.706372463912684
N000573,N000688,2.7504778856154357
N000542,N000980,1.7500177194841853
N000110,N000112,2.67488689530306
N000286,N000608,2.5871562534632035
N000014,N000753,1.220306184138095
N000493,N000899,1.4368737609786246
N000265,N000727,2.9986981696476933
N000372,N000803,1.7437553136060757
N000133,N000408,1.4873640245203688
N000131,N000646,1.926029568948533
N000510,N000892,2.463364129725501
N000290,N000352,2.365220012432623
N000277,N000598,2.9265703199558217
N000182,N000944,2.737004776649382
N000323,N000370,2.8586276687613164
N000093,N000628,2.1444774448884196
N000834,N000902,1.5469093383009513
N000428,N000972,1.6235764560339088
N000547,N000697,1.632592526018907
N000615,N000863,1.3229837718593058
N000254,N000510,2.0724718816015355
N000657,N000951,2.057546285929015
N000411,N000456,2.506810728435405
N000430,N000839,2.2523909981016943
N000840,N000942,2.7811816048703024
N000100,N000714,2.2126635286891023
N000162,N000351,2.3378917786294973
N000028,N000326,2.827627091581822
N000764,N000995,1.7897357386785688
N000579,N000597,2.6969891630766942
N000321,N000615,2.430777268198968
N000496,N000899,1.3396684537047852
N000012,N000101,2.0476559813047097
N000022,N000968,2.188822133960368
N000021,N000785,2.396976239256821
N000418,N000562,2.86612370897756
N000480,N000847,1.2305698186998268
N000083,N000769,2.003661192373028
N000165,N000235,1.6743750774912407
N000096,N000387,1.0358434832197219
N000076,N000265,1.5182180994512562
N000128,N000512,1.5313418236660898
N000564,N000651,1.3992109084926314
N000534,N000825,2.753037761008822
N000274,N000276,1.4081438984273795
N000106,N000356,1.1998813867216676
N000736,N000850,2.060464602527998
N000338,N000725,1.1171381466735606
N000176,N000754,2.9532747823063645
N000374,N000541,2.7554435562601203
N000025,N000662,1.4781094238106738
N000671,N000859,2.7849741814967857
N000208,N000957,2.3371531218056725
N000373,N000925,1.9206252329279834
N000260,N000293,1.006003038759993
N000456,N000475,2.6209336328962065
N000043,N000741,1.6677113259936613
N000006,N000364,1.1339175485999344
N000720,N000841,1.9714265591549063
N000125,N000625,2.9034720708032924
N000117,N000851,2.322555540032499
N000155,N000174,1.2930821790254345
N000123,N000825,1.9844192929465818
N000693,N000802,1.1556090794951759
N000854,N000937,2.2236469003603365
N000374,N000799,2.069886972134918
N000000,N000739,1.7752173531285966
N000119,N000278,2.7832504611941062
N000364,N000398,1.0690672869382638
N000125,N000497,1.3645226361851295
N000037,N000975,2.0602025335190737
N000274,N000925,2.7683622841899913
N000262,N000981,1.4986598403842815
N000218,N000861,1.7933522600860503
N000060,N000368,2.0207195746916673
N000100,N000580,2.563864179814134
N000254,N000426,2.509193437038545
N000006,N000665,2.246687030311543
N000006,N000168,1.9361276397290343
N000115,N000371,2.7906636139192003
N000437,N000497,2.2379087382186715
N000620,N000665,2.2543882461548925
N000018,N000189,2.713107466410991
N000422,N000563,1.4925728385807278
N000023,N000451,2.075184175478609
N000061,N000112,1.2526570355298166
N000659,N000729,1.2275904112184248
N000309,N000652,2.2613425139874783
N000065,N000753,1.9934487530125913
N000006,N000628,1.042637414669532
N000384,N000901,1.7124319388557798
N000063,N000379,2.0741437331159585
N000375,N000979,1.305140738275056
N000864,N000991,1.9184750156004147
N000766,N000975,2.5570655446108894
N000203,N000500,2.0323517264389
N000061,N000569,1.7711523405041334
N000261,N000972,1.2511997099187755
N000070,N000281,2.25499486034646
N000046,N000409,1.0520787026536151
N000929,N000983,1.0200555027019726
N000138,N000661,2.171842816142051
N000087,N000564,1.512800021374613
N000104,N000496,2.904786428400926
N000454,N000702,1.8458283228573673
N000111,N000403,2.2856499772298013
N000743,N000810,1.0534117498876303
N000522,N000575,2.585243029887674
N000443,N000852,1.6112444022855372
N000043,N000872,1.950430983528489
N000004,N000252,2.9233351283128295
N000826,N000833,2.704655561320905
N000369,N000477,1.746253764803517
N000488,N000518,1.769050198722571
N000091,N000210,1.3641153472044234
N000821,N000867,1.5995007236125858
N000642,N000766,2.044116482109341
N000329,N000703,2.7255310006418196
N000201,N000311,2.29882053429988
N000662,N000704,1.1821785949258703
N000028,N000464,2.739066136723633
N000328,N000735,1.5625446299235564
N000325,N000660,2.7316285224066323
N000190,N000535,1.6885987153121054
N000232,N000795,2.578767301390172
N000468,N000916,1.4608411729731026
N000276,N000563,2.046803678573915
N000135,N000630,1.9228632900261766
N000322,N000746,2.336280701189694
N000229,N000971,1.2295533078259504
N000345,N000775,2.9907062538177778
N000040,N000448,2.1393478698543618
N000066,N000748,2.5714277269170465
N000252,N000570,1.5574724467421146
N000039,N000300,1.8327458652076103
N000266,N000399,2.3823917936539782
N000474,N000493,2.041492315968415
N000160,N000401,1.856926819731079
N000437,N000466,1.387069005512774
N000664,N000911,1.942502238094838
N000295,N000532,1.3077993927877287
N000473,N000813,2.300833642331993
N000961,N000989,1.4253660106651518
N000286,N000908,1.4074679243304697
N000134,N000241,1.897857017053114
N000285,N000989,2.47325888456428
N000573,N000889,2.2089344574232657
N000005,N000893,1.3030753507669584
N000798,N000856,1.7538278232584592
N000236,N000375,1.2177195517854884
N000020,N000727,2.908082118381685
N000110,N000173,2.670361478734607
N000380,N000479,1.4428789928684533
N000184,N000529,1.4882248616139218
N000400,N000895,2.4399816754161474
N000520,N000933,1.5303995568449162
N000084,N000601,2.1887764182632408
N000018,N000568,1.9780990087357142
N000335,N000671,1.8172063214868446
N000246,N000951,1.2667076376715343
N000408,N000633,2.475289199304748
N000176,N000660,1.1532792399693135
N000526,N000838,2.6426022243229417
N000032,N000189,2.3944382586454385
N000472,N000543,2.1353160042387342
N000110,N000442,1.7193629304696987
N000122,N000564,1.6655464869701824
N000260,N000263,1.1723331808706456
N000150,N000584,1.0513428171187003
N000415,N000545,2.5560268302517226
N000011,N000112,1.5037335127648728
N000835,N000961,1.6887102951770367
N000679,N000942,1.3003805407655917
N000184,N000898,1.07197302035768
N000507,N000707,2.917450413377755
N000531,N000907,2.760003875961297
N000508,N000925,1.5732429802955423
N000532,N000880,2.1661436399608904
N000521,N000877,1.6243891669147046
N000241,N000606,1.9490814866755226
N000394,N000422,1.7967622560492427
N000335,N000685,1.4356561147803515
N000022,N000111,1.5506629398583611
N000079,N000755,2.482106894482139
N000588,N000969,2.0071078741760817
N000519,N000846,2.537221253402077
N000115,N000675,2.4264118595142743
N000298,N000582,2.1828303530168283
N000513,N000892,1.4295809228111638
N000173,N000525,2.0021665823646306
N000099,N000256,2.066805874789725
N000870,N000945,2.420415247637415
N000708,N000820,2.920928148082176
N000000,N000181,2.42827307809247
N000264,N000861,2.0566862004959487
N000542,N000982,2.9005903825842974
N000254,N000407,2.3743336982397616
N000497,N000669,1.1597582039460164
N000154,N000717,1.8421876684204883
N000322,N000920,2.5151711308091595
N000681,N000978,2.054359557815305
N000159,N000323,1.911169254277014
N000014,N000364,2.42135300340234
N000096,N000897,2.742090989145889
N000412,N000598,2.907133994605066
N000681,N000871,1.3332293021101147
N000418,N000733,2.6118668894256816
N000065,N000799,2.910178492974919
N000580,N000687,2.8544825467646975
N000372,N000881,2.3702609981688267
N000028,N000778,2.0696585444541675
N000040,N000076,2.451966650313283
N000170,N000466,1.983130918398519
N000411,N000436,1.466266190348197
N000384,N000629,2.6806063747314592
N000563,N000760,2.6843218598352996
N000346,N000959,2.3200659472945384
N000178,N000552,1.8469638421374612
N000001,N000192,1.9552875611385192
N000371,N000843,1.690435763827915
N000094,N000711,1.7558924783032
N000228,N000833,2.92502525087086
N000096,N000939,1.65391959445553
N000430,N000590,1.9198759701235364
N000145,N000415,2.5156525156836214
N000821,N000939,1.1820465552978918
N000150,N000267,1.0583710946543083
N000822,N000884,2.35417726925515
N000080,N000082,1.2539134439675286
N000029,N000397,2.213231007749834
N000628,N000871,2.9359793895250554
N000539,N000752,1.518850178693645
N000221,N000880,1.7658772317726874
N000502,N000951,1.3227608423807762
N000729,N000875,1.1563568979834487
N000494,N000646,1.391841661615935
N000547,N000875,1.2781410066180228
N000847,N000887,1.7173414376647285
N000346,N000533,1.3580383761527113
N000518,N000884,1.6094820727787933
N000224,N000638,2.977814646141428
N000339,N000784,2.012010476384252
N000201,N000674,1.314425492021507
N000695,N000921,1.0070920226869293
N000136,N000395,2.6140166137427743
N000452,N000735,1.0878181757302519
N000422,N000837,2.055306657328029
N000028,N000341,2.0628669124202745
N000194,N000708,1.6788192825206398
N000753,N000783,2.5387551326216116
N000165,N000824,1.6007347037006663
N000164,N000532,2.180564360538588
N000741,N000821,1.5074825119872355
N000678,N000888,1.0953679712473334
N000434,N000598,2.1991649054641016
N000033,N000744,2.0626616313912542
N000104,N000882,1.650317459211513
N000309,N000750,2.058888790287588
N000219,N000796,2.87350818433005
N000507,N000572,1.3937810587413186
N000486,N000841,1.3513728360928496
N000196,N000200,1.7610763833638081
N000373,N000507,2.578812446353551
N000642,N000868,1.3269906198371677
N000164,N000826,1.7465960502835551
N000253,N000908,1.9766681407545765
N000793,N000960,2.6633043166994934
N000653,N000743,1.5237787354397836
N000740,N000908,2.6071109893072126
N000166,N000355,2.8486125159431244
N000513,N000672,1.3852775051962678
N000256,N000537,2.030346376639173
N000354,N000590,1.3928568716371745
N000848,N000949,2.2591876774763042
N000366,N000661,2.4000336496519186
N000733,N000861,1.508629077001718
N000643,N000846,2.301549870809465
N000305,N000875,2.970357079660891
N000086,N000482,2.796226901971614
N000062,N000299,2.6539179794258705
N000575,N000682,1.9962606731253418
N000178,N000721,2.03388380498449
N000659,N000782,1.5211227560572915
N000490,N000682,2.6784534468968193
N000770,N000826,2.821293711151675
N000653,N000731,1.1445827386583156
N000593,N000636,1.0102851261007184
N000011,N000256,2.0234801646767817
N000593,N000700,2.7410180965783235
N000452,N000457,1.35142039145638
N000128,N000873,2.584250825218472
N000459,N000707,2.460213720826099
N000320,N000957,2.8042221234409244
N000491,N000532,2.1057077916930336
N000406,N000482,1.0217235433288656
N000626,N000846,2.7005804109144904
N000018,N000930,1.7056382394198493
N000633,N000666,1.181691125774276
N000669,N000917,1.4077458408482175
N000361,N000919,1.5949564939206378
N000286,N000291,2.388849241226707
N000548,N000551,1.9685996943366681
N000192,N000875,2.622174399585753
N000101,N000782,2.0514024144913137
N000034,N000492,2.13880818280168
N000642,N000953,1.028329149392501
N000008,N000010,2.2722202414662993
N000037,N000123,1.8974725403688277
N000170,N000605,2.1859972331406485
N000462,N000780,1.6675635205988535
N000062,N000374,2.696651148571274
N000319,N000801,1.470592871122285
N000296,N000930,1.0699093209799575
N000539,N000954,1.9562099021265802
N000074,N000614,1.2028647934408805
N000382,N000655,1.2485529369339827
N000032,N000933,2.5253503416624907
N000024,N000490,2.971896899370515
N000512,N000789,1.5287128227926134
N000179,N000508,1.9013528163839906
N000197,N000622,2.7054903036302003
N000609,N000777,2.72015581213038
N000522,N000590,1.049760655152473
N000623,N000779,2.1369599442399796
N000356,N000527,1.5819865831505173
N000250,N000964,2.1238833608468752
N000002,N000178,1.881195658751555
N000475,N000583,2.1575156665021726
N000285,N000612,2.669588066929501
N000091,N000713,1.7447991024879355
N000080,N000349,2.6826021251908356
N000698,N000999,1.2524574209841435
N000293,N000946,2.7509235320044367
N000768,N000806,2.9175650067496592
N000182,N000796,1.7948879343912882
N000048,N000473,2.8090819081024687
N000032,N000640,2.5451749480755614
N000451,N000951,2.7558841652757096
N000263,N000500,1.8029135149857318
N000899,N000981,1.8150483416878405
N000196,N000385,2.9512848553459143
N000011,N000072,2.8928832234323663
N000190,N000883,1.9090792780135288
N000634,N000799,1.7380725904534253
N000008,N000037,2.611625141537612
N000039,N000531,2.080550730860432
N000031,N000827,2.3148297509828475
N000150,N000575,2.685746343525589
N000165,N000381,1.7771926600491912
N000023,N000162,1.7942311011076089
N000212,N000491,2.421974486094486
N000278,N000604,2.9990984629936506
N000673,N000857,1.310469388627217
N000127,N000675,2.6330179074657694
N000109,N000768,1.0979136379852774
N000489,N000636,2.0125780374607634
N000096,N000248,2.6882404966685067
N000477,N000839,1.6112154075395744
N000681,N000766,1.683780343186897
N000583,N000898,2.69904431993543
N000012,N000882,1.951712558301453
N000433,N000503,2.145781789058293
N000260,N000836,1.9712349605241337
N000338,N000417,2.5399733404020277
N000627,N000804,2.426695947677091
N000566,N000749,2.00744403567973
N000793,N000820,2.099138438680669
N000430,N000644,1.7317121827119868
N000420,N000513,2.5772209538231827
N000429,N000475,2.8550132359448144
N000595,N000897,1.183865244430633
N000218,N000316,2.165075302707893
N000550,N000904,1.3623320678872448
N000004,N000070,2.7784651214862146
N000143,N000245,1.039146241696696
N000012,N000876,2.6706256463560853
N000176,N000662,2.0214674360717764
N000723,N000987,1.1782122787055254
N000589,N000593,2.6637008812868803
N000894,N000949,2.781190470054919
N000369,N000851,1.3407380007378369
N000709,N000982,1.194296257898785
N000173,N000276,1.7791971876862727
N000252,N000315,1.136595535715471
N000511,N000590,1.8588028062572637
N000444,N000963,1.9662589320370667
N000837,N000990,1.7119950607418664
N000038,N000102,2.379457708620739
N000267,N000271,2.9690286663251406
N000535,N000662,1.4681060657011509
N000176,N000203,2.5668798599150326
N000149,N000537,2.9384359351567637
N000857,N000965,2.797109398469734
N000277,N000673,1.2544558412726161
N000097,N000519,1.0460623702996803
N000522,N000986,1.4933045675970995
N000179,N000571,2.610172383972691
N000547,N000964,1.14229820038203
N000377,N000543,2.9331497679319805
N000556,N000961,2.2287283624691483
N000125,N000403,2.7289399598236184
N000358,N000925,2.5645369293952687
N000094,N000280,2.0267406640060166
N000160,N000487,2.8361566519634556
N000486,N000973,1.2554747022799664
N000144,N000965,2.9531450987421053
N000154,N000571,2.1278202257326893
N000397,N000907,1.849869721342319
N000166,N000799,2.3632502383865286
N000078,N000321,1.6302104561493984
N000425,N000547,1.3532355372733798
N000205,N000772,2.8856371131366307
N000120,N000490,2.9300625113526984
N000237,N000521,2.419638655400739
N000187,N000366,1.683977513562447
N000199,N000384,1.7201403556588946
N000591,N000878,2.2933435290150785
N000198,N000349,1.8705043305715212
N000026,N000938,1.2012039433011843
N000435,N000567,2.6498547070715226
N000081,N000814,2.8973292756535844
N000410,N000840,2.407061717622048
N000616,N000654,2.6325244383076125
N000547,N000672,2.056478258779439
N000287,N000318,2.0016108033520768
N000340,N000984,2.949923457517544
N000164,N000277,1.4036033382746236
N000110,N000855,2.6780452581277903
N000101,N000610,1.5995820999752146
N000189,N000919,1.7527763800406324
N000104,N000613,2.304743792117122
N000780,N000908,1.279093457399009
N000736,N000960,1.2238512373161965
N000126,N000772,1.1211163559473631
N000288,N000939,2.905854386779513
N000931,N000956,2.785732842830426
N000065,N000234,2.597860971568216
N000397,N000999,1.7872426513664108
N000158,N000508,1.1113705126283917
N000383,N000788,2.75272796827002
N000674,N000899,1.53653962841238
N000131,N000530,1.5994223942775545
N000083,N000704,1.2127528356531265
N000386,N000691,1.0384825891214051
N000661,N000964,2.1878520846496508
N000314,N000846,2.27579913573825
N000165,N000985,2.0176875312413127
N000550,N000606,2.4347196116922185
N000794,N000876,1.291850761204641
N000816,N000829,2.9574271784260358
N000497,N000722,1.9234605845885122
N000367,N000790,1.7906275214162126
N000743,N000780,2.2668338103704535
N000029,N000653,1.5958639487449007
N000575,N000699,2.780559032998257
N000063,N000420,1.181188244300764
N000226,N000995,2.477122039466373
N000279,N000907,1.0835110078592283
N000177,N000536,2.4203520897341892
N000359,N000851,1.0447647893415954
N000215,N000411,2.9877429547560053
N000729,N000866,1.4368916314857982
N000182,N000443,1.4581077856081184
N000023,N000368,1.55011203437342
N000161,N000453,2.461207992038209
N000320,N000980,2.553497391876684
N000025,N000158,1.6293176628619468
N000205,N000916,1.5875718636914669
N000195,N000688,1.591018507540208
N000011,N000114,1.8242004359649102
N000029,N000941,2.541940235968103
N000070,N000550,1.233859326230983
N000286,N000931,1.2884384702753326
N000170,N000895,2.2666316823851473
N000557,N000572,2.823592758091296
N000129,N000726,1.2101826403564664
N000251,N000679,1.8311997350674238
N000090,N000589,2.170087746113894
N000542,N000581,2.6242275136228903
N000429,N000539,2.992466997146259
N000444,N000732,1.965251357128103
N000224,N000225,1.5098428323955588
N000064,N000366,2.374654942873573
N000466,N000946,2.082023987230796
N000233,N000704,1.1334119611556788
N000187,N000499,1.033785158736549
N000074,N000941,1.2271443604425993
N000019,N000783,1.544482824568218
N000659,N000898,2.8379448597276644
N000344,N000598,2.8791561658987224
N000271,N000533,2.5114513651630017
N000126,N000576,1.0402585831633357
N000432,N000703,1.9779803067836745
N000350,N000942,1.7927815189713598
N000630,N000810,2.6256482290081555
N000126,N000938,1.8351397251518553
N000342,N000526,1.9439753192612896
N000724,N000752,2.3995704054555556
N000374,N000572,1.0066255620505948
N000375,N000889,1.7655472218011798
N000496,N000586,1.7460172266968392
N000237,N000436,1.6244434494209217
N000826,N000832,1.5149275020076547
N000123,N000567,2.2683441082829185
N000010,N000817,2.6007038145510566
N000478,N000708,1.892191088472504
N000241,N000838,2.87371620412275
N000492,N000523,1.3975452693267025
N000309,N000920,2.393886800411404
N000233,N000440,2.6127870060269167
N000124,N000810,1.5471437538794097
N000658,N000886,1.8742614750044109
N000457,N000989,1.536673881441798
N000082,N000381,2.0065386374630014
N000663,N000854,1.7376218783457715
N000253,N000552,2.3973387348559525
N000161,N000462,2.3306584282757257
N000245,N000800,1.4887050320864368
N000781,N000990,2.1705688492524375
N000336,N000346,2.4650251303116204
N000507,N000938,2.565984672400759
N000367,N000573,2.7316834075312064
N000421,N000919,1.6953263804507688
N000045,N000304,2.716538937436196
N000171,N000713,2.471115603927455
N000099,N000386,1.77449544409957
N000781,N000889,1.0147164725109366
N000033,N000442,1.4645479506121013
N000380,N000549,2.7604588680541964
N000468,N000469,2.3262891183854197
N000070,N000772,2.7951365373979282
N000164,N000969,2.4529006340778317
N000536,N000814,1.3708019808478789
N000347,N000716,2.3187045539384155
N000207,N000969,2.462863346924188
N000075,N000999,2.1021280747375357
N000943,N000977,1.7798514652172337
N000648,N000681,1.479765744594084
N000286,N000636,2.4417490490024503
N000306,N000682,2.5306121988054286
N000145,N000627,1.3314445693597883
N000741,N000884,2.5489083213860164
N000226,N000295,2.8702234488010117
N000459,N000681,2.9343752725720496
N000187,N000687,2.686417689622745
N000757,N000976,2.391011862501636
N000368,N000538,2.578643011438926
N000951,N000991,1.3977300154482066
N000537,N000935,1.5587056214217252
N000877,N000902,1.8999491835728757
N000059,N000859,1.827855772531133
N000082,N000421,1.5905117255854662
N000229,N000808,2.5238002349752007
N000081,N000548,1.97865199403779
N000215,N000858,2.8216428722666755
N000779,N000797,1.932049820704337
N000182,N000375,2.7382786184165897
N000077,N000263,2.1313166804050674
N000694,N000718,2.8076824048723372
N000030,N000933,2.912383822190365
N000071,N000613,1.3380949011370704
N000864,N000989,1.5107241630168589
N000011,N000980,1.4033517500039596
N000142,N000580,2.3064481662515384
N000025,N000569,2.1006190802150764
N000089,N000255,2.388995892897274
N000649,N000801,1.4832639629981434
N000179,N000979,1.2955722672269554
N000261,N000813,1.2582505014873488
N000535,N000953,1.036031050282171
N000510,N000769,2.465017777926676
N000123,N000210,2.3922202496026523
N000700,N000962,1.2747419420033501
N000428,N000473,1.2081513914344795
N000151,N000371,2.829687652380165
N000175,N000434,2.9607704838685387
N000206,N000576,1.329120640245684
N000408,N000838,2.5753133654383507
N000451,N000977,2.3636457954932095
N000337,N000342,1.3778992068767302
N000186,N000806,1.6446126206203946
N000560,N000721,1.5205868461552003
N000203,N000312,1.425770248375994
N000694,N000891,1.2058457785801486
N000500,N000727,2.6353153133572853
N000551,N000588,2.409336784114622
N000427,N000575,2.539917944361328
N000053,N000714,2.7800928022991234
N000492,N000777,2.253940982399346
N000672,N000964,1.6662044441109793
N000877,N000918,1.6742491402376238
N000492,N000880,2.7271297143509843
N000227,N000583,1.7377468373072578
N000112,N000836,2.648496909713826
N000560,N000656,2.6132189109627637
N000607,N000662,1.0961809874332988
N000104,N000510,2.4165797360352665
N000699,N000954,2.0250950223285886
N000070,N000402,1.80508926580775
N000019,N000355,2.5098752246841562
N000666,N000947,2.3278416886574043
N000005,N000542,1.5832323344184
N000055,N000057,2.4857241342085254
N000543,N000947,2.8638381130221804
N000149,N000509,1.075151710647121
N000471,N000894,2.34275369942785
N000142,N000472,1.1357684210271561
N000292,N000850,1.6076004618757713
N000671,N000721,1.4220181523705642
N000212,N000493,2.971215099377063
N000126,N000783,1.5721040903261727
N000576,N000610,1.3749170803315323
N000126,N000369,2.0146123252444372
N000764,N000841,1.6804251367011105
N000549,N000923,1.1481813536025662
N000093,N000539,1.8628812306595706
N000138,N000520,1.8871538889156998
N000456,N000933,2.4274397944461215
N000430,N000513,1.3428045847685572
N000435,N000474,2.044298556654502
N000098,N000760,1.6894225668573029
N000239,N000594,1.043285077065706
N000393,N000461,2.8883036515153733
N000334,N000688,2.591815862988379
N000225,N000342,1.0749655453836255
N000732,N000902,2.7898054953610805
N000411,N000755,1.3904010500222805
N000158,N000871,1.6957439460470116
N000055,N000424,2.6495725409328705
N000095,N000421,2.3662316338817897
N000672,N000732,1.9982989670906464
N000181,N000949,1.9298190180285615
N000590,N000972,1.751284474488851
N000513,N000836,2.6226833646485623
N000505,N000750,1.2048643701628754
N000233,N000557,2.8091618690487636
